36005000200,-5.41246977062921
36005000400,-2.95796977062921
36005001600,-1.93595977062921
36005001900,-0.0154697706292124
36005002000,-3.82946977062921
36005002300,-5.95656977062921
36005002400,-3.64006977062921
36005002500,-3.38798977062921
36005002701,-4.64966977062921
36005002702,-2.69319977062921
36005002800,-2.91360977062921
36005003100,-2.48469377062921
36005003300,-3.19896977062921
36005003500,-2.92644977062921
36005003700,-5.63526977062921
36005003800,-7.60406977062921
36005003900,-2.41967977062921
36005004001,-4.57526977062921
36005004100,-2.54540477062921
36005004200,-1.00306977062921
36005004300,-2.36647977062921
36005004400,-1.22626977062921
36005004600,-3.37777977062921
36005004800,-3.82536977062921
36005005001,-4.92246977062921
36005005002,-3.39777977062921
36005005100,-0.739569770629212
36005005200,-2.00545977062921
36005005300,-4.10006977062921
36005005400,-3.20797977062921
36005005600,-5.06326977062921
36005005902,-3.02137977062921
36005006000,-1.50836977062921
36005006100,-2.23051977062921
36005006200,-4.23756977062921
36005006300,-1.03056977062921
36005006400,-5.97466977062921
36005006500,0.468430229370788
36005006700,-3.07137977062921
36005006800,-3.17226977062921
36005006900,-3.76766977062921
36005007000,-3.46780977062921
36005007100,-1.74473977062921
36005007200,-3.57006977062921
36005007300,-2.71370977062921
36005007400,-4.74916977062921
36005007500,-3.28121977062921
36005007600,-3.68746977062921
36005007700,-2.55743177062921
36005007800,-3.87046977062921
36005007900,-3.30387977062921
36005008300,-2.01359977062921
36005008400,-5.07736977062921
36005008500,-2.87897977062921
36005008600,-5.25546977062921
36005008700,-1.90182977062921
36005008900,-2.83251977062921
36005009000,-0.541769770629212
36005009200,-2.26816977062921
36005009300,1.17773022937079
36005009600,-0.379369770629213
36005009800,-2.30889977062921
36005011000,-3.73056977062921
36005011502,-2.04817977062921
36005011700,0.258930229370788
36005011800,-1.95180977062921
36005011900,-2.39277977062921
36005012101,-4.34056977062921
36005012102,-4.59296977062921
36005012300,-3.95136977062921
36005012500,-4.13956977062921
36005012701,-2.37808977062921
36005012901,-2.73173977062921
36005013000,-5.71876977062921
36005013100,-3.28453977062921
36005013200,-2.13404977062921
36005013300,-3.63136977062921
36005013500,-5.75886977062921
36005013800,-4.04066977062921
36005014100,-3.22206977062921
36005014300,-4.19126977062921
36005014400,-3.56016977062921
36005014500,-2.31457977062921
36005014701,-3.54726977062921
36005014702,-3.53386977062921
36005014900,-0.988869770629212
36005015100,-3.85706977062921
36005015200,-2.53355177062921
36005015300,-3.94836977062921
36005015500,-1.31266977062921
36005015700,-2.61744077062921
36005015800,-2.42214677062921
36005015900,-1.80838977062921
36005016000,-3.18890977062921
36005016100,-2.16688977062921
36005016200,-2.68895977062921
36005016400,-2.80670977062921
36005016500,-2.07000977062921
36005016600,-2.66344977062921
36005016700,-2.50024577062921
36005016900,-3.03051977062921
36005017300,-3.50464977062921
36005017500,-3.43699977062921
36005017701,-2.43447677062921
36005017702,-3.82716977062921
36005017901,-4.16126977062921
