emp_a_p5,emp_a_p95,realwa_p95,realwa_p5,realwb_mean,realwa_mean,realwb_std,realwb_cont,realwa_cont
23.0,41.0,73.0296598776473,62.79863694612144,67.20564167705955,67.48359767574487,3.101575471002858,66.87184338631798,67.13871209307048
152.0,195.0,86.52082172930764,81.22527870865213,83.4440480077087,83.77401773645356,1.5948332382478203,83.36965934718182,83.70083649382413
567.0,649.0,99.97442988686292,96.66445373914087,97.89453408466473,98.28670831384372,0.9960773548072992,97.87027068800052,98.25953616898633
183.0,230.0,89.02394468898031,84.00592699385423,86.09643178174703,86.43263402684543,1.5161222420768143,86.03309119689163,86.37497491656814
234.0,287.0,89.45646309973898,84.97269112407301,86.79560853066914,87.14744577630096,1.3508674591210912,86.7520989338026,87.09807339231428
109.0,147.0,85.10341185111527,79.06010379499442,81.63119038032619,81.95592106453823,1.8246114596755139,81.52577482604936,81.8495269003151
415.0,484.0,94.29214960901206,90.68653127467437,92.07146340168258,92.44915365476776,1.088530970977253,92.04379580823678,92.41108559580505
179.0,226.0,89.63595972305768,84.54658472097802,86.67160599964362,87.02012536089934,1.5363079334620404,86.60697221271633,86.95137304569528
95.0,130.0,82.02418147833455,75.85115515272678,78.49841007316992,78.80385586263539,1.8734623040218663,78.3910524874754,78.70316576148788
1658.0,1794.0,114.02641132817692,111.77471317101501,112.44426990532338,112.88994059242451,0.6770033547406104,112.43576357261176,112.8833311005982
1046.0,1154.0,106.21114183916248,103.59890759063654,104.4670861879782,104.8853512922921,0.7896469547378104,104.4534736803615,104.86982541689117
151.0,194.0,88.30152426875497,82.89294598848248,85.15466787231628,85.49898464338361,1.6336580594039494,85.07599199142447,85.4165134510327
684.0,772.0,100.90143211911348,97.86135481317345,98.95615819745339,99.35566201134823,0.9206033615222015,98.93594884898499,99.33051376326759
545.0,624.0,99.97045498115199,96.60784831504316,97.86775388300337,98.24977206455168,1.0159585771701172,97.8429599941489,98.23472981927256
330.0,393.0,94.9852893760158,90.9425918129627,92.53139701689486,92.90545615144536,1.2250116715255113,92.49142233505846,92.86160684221848
68.0,98.0,79.9325432588114,72.95594152110938,75.952794843632,76.26620091463042,2.1058357600276416,75.8181135314274,76.12062890543812
83.0,116.0,81.81565054593707,75.28445205041595,78.0897212155292,78.39643088482984,1.9926852837468798,77.95816628209424,78.2690483334274
567.0,649.0,99.40829362162793,96.11954251177345,97.34409225020727,97.72903598421587,0.9913507775022754,97.31695603793449,97.70458222152496
215.0,266.0,90.58843930186993,85.86583181537166,87.80339731759751,88.15574719680112,1.4267759797626751,87.74598024731658,88.09542181921519
193.0,241.0,90.98396302666927,85.99793047962042,88.04433075833163,88.40845226944715,1.5036310925978156,87.98447677561487,88.33963905413395
87.0,120.0,86.16589497010567,79.37309148735078,82.2947904153435,82.61497306385942,2.058148386484227,82.17221480313414,82.50295281694342
0.0,5.0,59.58909112096744,39.11893745115729,49.07569887839582,49.26520751755289,6.778579212006006,48.60547690910888,48.80020270701326
397.0,465.0,96.0508988197752,92.28637292023035,93.75254489308632,94.12835096752185,1.136438836279263,93.71947232401533,94.09244755969203
364.0,429.0,96.2666274067496,92.34843722237261,93.8879901483422,94.26404901482249,1.1877969888923297,93.85007509521502,94.22344714799463
97.0,132.0,84.64809499465578,78.28819410109767,80.99786225399413,81.33016420261924,1.9189977987635594,80.89152745273022,81.21328513083083
456.0,529.0,98.74571217250042,95.12346569060733,96.51599570625622,96.89944704239342,1.0929123015213755,96.48787274379686,96.87198817296886
3496.0,3694.0,131.94272417119726,130.13040543413297,130.5111457787395,131.02888642692554,0.5475460374977965,130.50756488865935,131.02771437846766
372.0,438.0,96.51354932379125,92.58747738820456,94.11938965547425,94.50034424560256,1.1772062906603307,94.08500137762309,94.45964977225194
4492.0,4716.0,129.69497635438026,128.1179031662432,128.3909450811442,128.90317502680563,0.4730965959819909,128.39059119879758,128.90100066594542
1081.0,1192.0,109.54863099161179,106.87416596648309,107.76290737072712,108.19382651729799,0.8062393744771845,107.74987094180742,108.17884876693432
271.0,328.0,92.84303688866744,88.49657260121248,90.25215847240835,90.61182557308335,1.313618114931872,90.20873179499822,90.56687874682326
