res_a_p5,res_a_p95,realra_p95,realra_p5,realrb_mean,realra_mean,realrb_std,realrb_cont,realra_cont
875.0,975.0,13024.749842776573,11657.083754763016,12286.208378416013,12335.396483968385,415.488610918441,12286.717012212895,12336.601380094457
1457.0,1585.0,13727.679223305176,12588.266056154265,13074.38202592381,13154.61673370563,345.5434631897209,13075.823286752338,13157.724652595263
929.0,1032.0,12830.425484338048,11518.875724197647,12126.625702808766,12170.186556104722,399.19336076958814,12127.18566145496,12172.222214512702
542.0,622.0,15756.759003404384,13700.359705404968,14657.491358250634,14720.910074930702,622.7519219340237,14659.348553987407,14716.666974821925
101.0,137.0,48764.47246907266,35746.395593315865,41950.96134270463,42164.625146623344,3964.843502642075,41980.82796947765,42158.472117864294
686.0,775.0,14999.408213297824,13240.677666200849,14061.203062380031,14115.210359682906,532.0611175210014,14060.314415412515,14115.922057365664
92.0,126.0,52877.72459086271,38155.29407584024,45195.874119895474,45405.263541649416,4457.4140805607785,45190.92718825771,45397.0155286903
766.0,860.0,15975.804136662642,14185.891149268631,15010.238475408883,15074.624624919396,542.8346162504616,15012.2370453582,15076.602518404754
1270.0,1390.0,17677.127402638438,16112.875445725367,16782.054381697406,16893.30673724577,473.2325078202849,16783.692227856427,16895.9733218547
807.0,903.0,14836.242563124528,13218.373619164893,13963.528366801209,14020.160789472275,490.3399820437448,13962.31218875118,14022.498370149098
1723.0,1862.0,15195.637914651723,14029.82465819954,14507.257553027523,14612.453894125285,351.5292800567982,14507.88168498562,14611.783322233861
870.0,969.0,15220.659221289601,13623.98117149003,14359.49122118975,14421.04369533899,485.9097203229525,14359.262650762365,14422.46135619601
1090.0,1202.0,17830.416000821042,16131.24871735006,16858.982521965238,16977.570473655174,512.4587278105902,16856.833090518303,16979.78222256855
648.0,735.0,16451.26463713801,14467.723890718808,15395.06468701633,15454.353653103146,599.6419431477632,15395.775327203834,15460.4936470394
981.0,1087.0,18403.298800277593,16565.368688659833,17367.86205294721,17478.829548687783,555.504958359608,17369.11627539186,17478.673841712447
678.0,767.0,16912.497012279295,14909.159677389922,15834.029240288319,15903.048131397796,605.349896889479,15833.94647866492,15901.569044073169
543.0,623.0,23879.81975578428,20749.40936902875,22129.265543201083,22300.84868012928,947.467096262184,22132.175734875455,22303.393554797072
794.0,889.0,15590.824647799967,13885.80611048458,14670.47400607055,14733.40414212437,518.0929859923067,14672.460397893543,14735.774465396642
1293.0,1414.0,12892.175146940102,11761.94833100143,12271.682854140807,12324.410449902349,342.4126252174503,12272.836908599342,12327.966974623665
793.0,889.0,18571.820403445374,16511.535969275228,17383.951332606706,17533.608215665383,618.3068308212904,17386.685200922184,17534.66997975448
527.0,605.0,21148.941027062803,18344.716703087135,19650.308021986748,19739.61414749885,848.2189488637174,19653.081485234077,19742.046639405187
1363.0,1487.0,14468.78408796168,13230.264297355388,13722.23012562702,13848.115894221068,375.55265650594725,13725.096854154579,13849.754859106384
840.0,938.0,15828.905333603252,14128.0204234743,14905.657468525678,14971.288138094511,513.3664889462177,14908.113762267141,14971.380117384708
1437.0,1564.0,15154.984896082105,13884.192551008962,14396.67059611766,14515.208847224736,382.1960745996409,14395.419495439884,14517.237480316173
963.0,1069.0,13840.033780130174,12444.152551557034,13077.998094066304,13138.109650875898,421.1840175660154,13079.768422370033,13136.766706466347
1281.0,1401.0,17296.368571346913,15766.729277943354,16387.082356933166,16527.47491339721,458.07930216959676,16388.520033124358,16529.2098849961
589.0,671.0,17253.453612267145,15081.092202534726,16094.104641215285,16160.023689545045,657.4634916285727,16099.254535892595,16162.17639181536
1179.0,1295.0,18353.25178733836,16666.325847178075,17378.607496158085,17504.442155132903,508.8109172417117,17381.84382705257,17503.23387325077
677.0,766.0,14733.459917699287,12988.332425185816,13800.469262602492,13854.870019391854,525.4383926061089,13801.130081007801,13854.867003779656
1380.0,1505.0,16230.8685112874,14840.374241112328,15422.89737503213,15530.334199292698,417.22515811037357,15422.787011211347,15531.271362443073
653.0,741.0,15506.251965539668,13641.89472928488,14507.916276847182,14569.230752569141,563.1677208525122,14510.361723732896,14571.934873606593
815.0,912.0,20655.302128819807,18411.66430899579,19416.738067049908,19528.268179164566,677.1745364870924,19417.396034566704,19527.593693826788
660.0,747.0,15614.38349394121,13757.013212253018,14619.021413591996,14678.231787179799,563.8490190842032,14619.828895258652,14680.109826791273
1207.0,1323.0,16466.319964016315,14979.808799882157,15637.418534222641,15718.249476286266,451.79413455134676,15639.971858695553,15723.198448034193
735.0,827.0,14973.33422465122,13273.766441087904,14056.452789223551,14118.033128606152,515.6208444575386,14057.357981282508,14118.016714950694
1985.0,2134.0,13050.4007776716,12113.723072747152,12516.203429992776,12578.687496379453,283.7256776670268,12516.064558213864,12579.599609824703
910.0,1012.0,14242.933902140656,12766.780403182966,13449.84958489095,13502.487836150043,445.7786428296218,13447.57059444389,13503.887125395935
1128.0,1241.0,13305.983198406022,12062.023126741391,12627.856678717719,12680.447048754246,377.04371697075254,12629.195716926537,12681.717218525466
535.0,614.0,24148.432349838684,20967.930593152432,22425.92007489799,22545.758741413698,963.0594707214016,22427.57806595073,22548.32357161986
1116.0,1228.0,14239.937591856075,12906.37325496443,13512.829364693007,13571.403522795983,404.1771184605798,13514.772792948177,13572.929879608944
1421.0,1547.0,15178.698571585102,13903.898535101436,14474.855159730401,14539.422942952418,388.1606537443044,14473.60477986643,14539.683918307916
440.0,512.0,23805.535385083305,20387.33902298227,21982.103451404913,22080.298433938933,1035.9256568404803,21984.06537555519,22085.625538839122
2336.0,2498.0,11761.044052131856,10980.709626434385,11315.689460854892,11370.181592936082,236.48663189164526,11317.255072347229,11370.249169664701
590.0,673.0,19771.449848709297,17283.253605924336,18422.885038637505,18511.666741913672,754.8517437105395,18427.977302364383,18510.006419290512
1363.0,1487.0,15668.878702627353,14322.563817077284,14918.689889742507,14992.413242086837,406.32548997845964,14920.833375013814,14992.542589354289
615.0,699.0,19685.951901531687,17243.973146168737,18375.76855684496,18458.57076693108,737.1494327521347,18377.131007688142,18460.926200817925
1222.0,1340.0,16574.288505674092,15074.40689528265,15746.710600315364,15819.724608545393,452.83323750244864,15745.088090069361,15822.144426368888
816.0,913.0,18168.017797850225,16188.220290089666,17090.815384051937,17173.723773039757,597.384730671329,17090.940391957676,17170.575754439982
1100.0,1212.0,16618.559144608138,15043.727911522512,15742.660041418245,15825.554864155512,477.75495312007587,15740.933964172234,15824.806340663707
836.0,933.0,17505.121700729764,15627.592340329857,16483.851824201618,16558.152363819212,570.9374600199362,16486.54074814754,16558.924950282413
1108.0,1220.0,14943.864385496241,13533.311297986202,14167.110546322301,14237.625182078304,426.91223898875467,14167.369351515157,14236.313045812323
457.0,530.0,23242.227218286604,19964.272825717504,21471.081935147933,21595.45095809519,991.543822972483,21473.067383360205,21597.201032373745
1075.0,1186.0,19111.37117865536,17279.65587892852,18086.741795651284,18187.830882450642,552.9185196280087,18089.037986081315,18191.57673577359
655.0,741.0,19773.64954690732,17400.545634648377,18469.91203897549,18579.90948452301,719.0060339445017,18473.206056258055,18582.50679810711
1109.0,1222.0,17371.78764392247,15727.052915553062,16412.146108195102,16547.36812588994,496.57521943482834,16414.86334121803,16546.943422800683
895.0,996.0,16106.197309274005,14432.843975707428,15180.566138661265,15266.741616578025,505.82810524465845,15182.573001561219,15267.651290523736
1097.0,1209.0,17627.70170136996,15963.468363382255,16649.446771020244,16791.200133514656,503.6362430310952,16649.62403071431,16791.324877762305
1029.0,1138.0,14413.697705805433,12998.951335361322,13620.613507631351,13699.374608534985,425.18697971796064,13623.77775333586,13701.36541096159
1437.0,1564.0,15379.339170676718,14097.833799529053,14608.370353203878,14737.059066873626,389.29786566457915,14606.59594138864,14737.596609436327
911.0,1013.0,15387.27364667524,13799.919402449625,14513.292235315155,14586.054108074626,479.78380847702374,14512.505203672868,14585.432125475858
887.0,988.0,18451.025601143952,16519.630151061083,17325.374738583727,17479.07191360766,581.2763265625293,17325.426886563986,17482.22660938257
1038.0,1146.0,14505.895417779035,13100.231910770139,13736.342242921502,13800.780241239454,427.554389740086,13736.413524980606,13800.614294003804
801.0,897.0,17077.77682241157,15208.152335571935,16066.946896486335,16136.78687189508,566.4969451767672,16067.05204278714,16137.642819397568
780.0,874.0,17339.460040529462,15418.20658320673,16294.058646819969,16371.634781683311,580.247683184621,16296.985447246605,16373.768298497596
662.0,750.0,21936.48780047194,19309.23576584957,20417.485650191335,20616.41468362371,789.5759368099383,20416.643635913388,20613.97178580742
586.0,668.0,20063.524087344824,17518.503091412444,18693.929567334777,18773.227425947192,768.3227613307658,18696.291894389047,18774.229431098254
1182.0,1297.0,16290.980613506708,14799.714776403442,15397.217701391086,15539.196462389546,449.5448275376716,15398.768518609924,15540.570407529583
774.0,868.0,16509.32540456025,14667.960336215545,15515.665201396501,15583.034150994303,556.9355484305102,15513.821733231032,15584.444235831632
1216.0,1333.0,16379.295371660102,14893.746086017887,15522.242708957863,15636.182408531533,448.10955071563257,15522.522232086762,15637.721948132425
768.0,862.0,16903.10884676998,15013.90955419198,15865.966636867872,15952.70244034925,568.8091600928082,15866.7826226426,15954.835162125288
727.0,818.0,23137.274740684436,20477.782979293468,21671.855899851616,21799.5900947686,802.8400155469635,21671.780139464117,21802.519564584796
740.0,832.0,18417.111847581116,16319.254476604525,17282.69158917608,17359.799091109904,634.2467495739184,17284.674858773436,17362.500413239577
1223.0,1341.0,16468.660980692384,14986.714077432853,15613.343945728111,15723.895317079747,449.2353870498559,15611.085754652275,15723.79520450734
518.0,596.0,22031.55713619593,19098.871458332345,20450.870905544354,20552.523676695233,890.4258458584349,20458.426170389546,20554.553988849082
929.0,1032.0,18621.189185412713,16717.698071375376,17503.283284566554,17665.062708003865,574.9052767783579,17505.07177376356,17666.31250630028
1377.0,1501.0,12550.47824236844,11486.679706658642,11960.870081961068,12016.939528708437,322.56507986322765,11961.761703995362,12016.60368213146
740.0,832.0,22063.677762939107,19567.229818237694,20604.650216441165,20804.588525435924,753.1156916905693,20604.13835194281,20806.466811599792
990.0,1096.0,15206.996037597033,13698.554602328797,14389.97948319664,14451.126676966247,454.3528400797397,14389.232498460842,14453.036911258698
1269.0,1389.0,16429.835984821635,14977.15992932911,15549.531361939367,15697.589501139342,437.82007789798405,15550.086751339502,15701.154759226583
825.0,922.0,16088.049698738167,14349.171720124557,15149.069134446561,15212.40566645933,525.7087087585298,15149.461408489235,15214.21236876995
688.0,776.0,22323.585960268363,19705.15132504788,20803.854776467186,21008.574071324394,788.014024423549,20805.215861339133,21010.79218628617
1287.0,1408.0,11753.578329914966,10718.688061411465,11182.938078205885,11232.753487977749,311.9474510185081,11183.164112832805,11232.679207785006
572.0,654.0,25471.655452996016,22216.45985044862,23588.45886292441,23822.61334438315,976.6571197420219,23590.45809894749,23823.477289602233
801.0,897.0,20829.13307637811,18555.47495802272,19502.437905855648,19687.1107488294,685.9161143560777,19504.211896960816,19689.702639787596
1034.0,1142.0,13729.185904748936,12391.084444366175,12989.788142827692,13057.705455576717,403.84850255166026,12992.239297280554,13054.768292777122
1276.0,1395.0,15658.96589466279,14280.17591171063,14820.012104962763,14968.865958536726,416.21754106309663,14821.730301807123,14967.743165544634
681.0,769.0,18052.010115826128,15923.22383285214,16895.890387971234,16980.60317232421,643.8741514155045,16896.30368857476,16980.36385107385
502.0,579.0,24491.537256309563,21162.77748138677,22601.17839229782,22817.350019874135,997.9061084143556,22605.44175976727,22818.48286668837
1195.0,1312.0,12253.679498160584,11141.249290448619,11645.890171948095,11694.804134425685,335.5845297780577,11644.8650213489,11694.707533419187
992.0,1099.0,16720.62623522199,15057.164239637745,15743.562983537755,15886.1828844079,502.4248833518147,15747.297306004775,15884.340786322511
971.0,1076.0,13108.652642786457,11796.781884886059,12396.665751340593,12448.563515921478,396.56849858082825,12399.150021563462,12450.333249192838
1080.0,1191.0,16243.768534103305,14689.107998997813,15362.336954198132,15461.4630382602,470.2155670441995,15364.877477005622,15463.131177529414
1205.0,1321.0,11143.02984624953,10133.810695241016,10586.514359697978,10635.858967426233,305.8192536040865,10587.847235970667,10635.868839927734
797.0,892.0,20156.891501948583,17936.49235730519,18924.842437256044,19037.286203271375,670.82020997786,18929.20572024135,19037.881163342903
738.0,830.0,15146.302638314039,13428.952576369653,14220.069407323814,14283.66164316665,519.163457488065,14223.219886047393,14285.393607641085
892.0,993.0,18875.595097991885,16898.502061008956,17790.01000305372,17878.828539188355,594.8895658424956,17790.599964368223,17881.264729007322
889.0,989.0,13424.548775096659,12032.270732052686,12657.233190783918,12721.460203570146,423.67440249594443,12660.564835165967,12722.752956589895
869.0,969.0,18594.3787070794,16618.044970714822,17515.174639985784,17603.239997075023,595.2345348461904,17514.47996260503,17606.38701671365
882.0,982.0,14002.184369085819,12537.560344546797,13201.935051641443,13266.178196158371,443.45913304368855,13205.552530340987,13267.666437636526
1088.0,1199.0,15720.748612272551,14229.864014195793,14876.407999207206,14968.629226811086,451.0319199820315,14877.561702315164,14970.468631081005
954.0,1059.0,13856.131724079145,12454.648538143676,13099.220237048627,13150.441009655611,423.94048942033845,13096.901484814194,13152.77211705709
958.0,1062.0,16070.208611009444,14448.307234996997,15153.458571433697,15255.299822515006,490.5223409103806,15154.50309385309,15255.691780896965
884.0,985.0,14854.436426161888,13301.199512184776,14010.85160833678,14072.334930609431,469.763962063082,14015.383116928651,14075.138030547192
934.0,1037.0,15731.694501413196,14119.903632521837,14800.712819316346,14918.563808019124,485.88317124220714,14799.529848805096,14921.220295796518
517.0,595.0,16417.887783025664,14230.791790359694,15245.384116647234,15313.138514523907,664.3597571248235,15249.25187469875,15311.014661970115
939.0,1042.0,17140.76453778481,15400.292385759896,16144.038931691513,16263.95103153874,526.2513799178961,16144.317464187427,16267.552702474677
864.0,963.0,12269.040991643345,10973.78434114457,11572.90290927535,11618.35780617999,392.0050592611878,11572.438449516587,11619.844941880836
926.0,1028.0,18354.006071315907,16477.519663173225,17256.991825853456,17412.7687202899,569.7123246020287,17256.705386934,17416.146842789032
1048.0,1157.0,12969.645068445214,11719.229886234847,12290.280671279292,12342.795488839041,378.6284228575132,12292.964176385818,12345.044849861046
207.0,257.0,42870.92604395842,34358.19985470296,38254.90624430378,38561.568823705886,2572.9135039329785,38256.763962334364,38576.64378391965
735.0,827.0,20639.65868377961,18294.80348277749,19281.012885911878,19457.251226398566,706.0190377253463,19285.173282383214,19454.347698158046
1379.0,1504.0,9993.761273215201,9147.044894314888,9530.54941597083,9567.780973091876,257.03048019665886,9530.881916129758,9569.259416377019
853.0,952.0,18882.247356738233,16865.58723951194,17719.246620919475,17864.687414237975,605.7714221320059,17723.08061652688,17865.059863923198
869.0,969.0,14131.344336397258,12644.501270637376,13325.694585094063,13383.005863183475,449.42786013928054,13328.761700785217,13385.573538724504
985.0,1091.0,16735.80476365678,15069.727185494548,15785.161591671853,15897.338860609581,501.0857644667679,15784.82934722828,15896.006636426917
1112.0,1225.0,12324.44796711916,11161.309195582371,11691.564097598839,11742.001670224523,350.333374588448,11693.19727800692,11743.443757553341
855.0,953.0,16556.449294276703,14802.137089704003,15565.014988538065,15673.467183692903,533.5953171485268,15567.066319270318,15674.932062421778
723.0,815.0,13547.845442916056,11994.337815109411,12714.435413218169,12766.240280135293,470.5377281931912,12715.406182518545,12767.239668891936
911.0,1013.0,16454.560509999723,14751.792421924447,15504.659908740905,15595.6947808667,515.9027055638276,15504.645084992024,15595.142779983818
544.0,624.0,15308.073855020852,13317.749171819383,14242.545140658136,14306.153498786833,603.7740210258302,14242.820615071554,14309.111712062035
1046.0,1154.0,15898.056039652276,14360.170888399965,15025.884727160359,15126.83607700068,466.10315625460646,15026.057824486357,15127.907385297884
1582.0,1715.0,10525.785128140737,9690.27362896111,10063.35577646066,10106.642385255036,253.63819131600025,10064.247446868509,10106.471174150127
1043.0,1152.0,17191.97041268515,15520.670367497147,16250.895455270767,16352.141241864485,504.0729812166706,16250.435702337194,16352.611825309597
993.0,1100.0,12396.37380096504,11165.259659442883,11723.52870935211,11777.16138643342,371.5472054802471,11723.26140230932,11777.773848314253
679.0,767.0,20492.925142901702,18059.598607793516,19144.8957073502,19267.713604791934,734.2838743459633,19146.33824779666,19265.48426506009
1109.0,1221.0,12159.878327193845,11013.001801198725,11533.086516151185,11584.581066176464,345.28043654533445,11534.599364371898,11585.234254924484
740.0,832.0,19426.324894294896,17214.0799380318,18217.20589034809,18315.99995353581,671.5649155518688,18219.017938594192,18320.540544827254
1189.0,1305.0,11144.358455573714,10129.049989880381,10590.93305569702,10634.846751282144,306.4439613852297,10590.643214896169,10636.414168844974
1037.0,1146.0,15075.823004290714,13607.052353996947,14259.368685323348,14337.146023761723,443.3093734134892,14260.525961271733,14341.007088821487
1213.0,1330.0,9487.206926835595,8632.378782632275,9020.475491918962,9056.82141392345,259.3546728071394,9019.458098341962,9058.317316826378
2223.0,2382.0,11542.634665161886,10756.173025390011,11086.944828183872,11149.265821629882,238.3346214043223,11087.393692430293,11150.061389421904
535.0,614.0,17293.62719534645,15024.460941658885,16082.995128309452,16152.262351503863,687.3695442477415,16085.456616088792,16156.344368107097
1162.0,1277.0,14469.86849974698,13127.599506217768,13711.257249024176,13794.48935151727,403.6521582666642,13710.773212906917,13796.931483528057
589.0,671.0,15616.900904990362,13658.54461156135,14571.65514087535,14632.619013382173,598.3474907827481,14573.222984299362,14633.320139921527
498.0,574.0,24301.559183923466,20987.678985511488,22512.549740341816,22636.133107445487,1001.7281548899356,22513.762258667593,22643.813459992172
756.0,849.0,19732.90772368358,17507.135591336773,18506.121147629525,18605.9729499368,671.0338566878848,18512.69367268618,18608.858298627812
1338.0,1461.0,14531.539376172845,13275.583207206126,13820.274920215905,13900.210948942893,378.202252042412,13820.296718836418,13900.874292044107
1311.0,1432.0,8763.513267382315,8001.952896736891,8349.22542363838,8380.90313186977,230.50957357033852,8349.667692475912,8382.196328046737
1535.0,1667.0,14553.287189004042,13373.008134208725,13880.056775619927,13963.207722485236,356.1741245478307,13883.053050650584,13966.907641884109
1130.0,1243.0,16534.730647712746,14988.965928841042,15665.24905894288,15754.406289927421,466.97077198648174,15667.895037186472,15755.81529550717
1078.0,1189.0,17626.27210686411,15933.110060363675,16681.02028323687,16774.828029557422,510.7342174609197,16682.19421999246,16773.88541880869
1095.0,1207.0,17394.203590540492,15736.713747802605,16488.638096124727,16562.826290454115,500.41645352512614,16487.629138506294,16564.27211644891
1673.0,1810.0,13908.46054701125,12825.459385482607,13304.530007493491,13364.801439136387,326.95997404357445,13303.780756312672,13365.459124976242
1250.0,1369.0,15268.070546877454,13907.937050396611,14514.455704763212,14586.25189197295,411.7746400376665,14514.398534988182,14585.333869321266
2011.0,2161.0,12857.625620765446,11938.28637843462,12339.696067510204,12394.982862330404,279.05207284611913,12338.634207506613,12394.376770425573
1547.0,1680.0,9308.657804122833,8559.949652424673,8890.136937391666,8932.94507390432,226.72708034119464,8891.544002599603,8933.406503657325
1094.0,1206.0,17264.928121606437,15622.578896288062,16360.501874504585,16439.443550114833,494.8344958715752,16362.55110980921,16439.837853415924
868.0,968.0,10593.282128450432,9481.541449688488,9987.902406738953,10033.59726933366,337.2164194976201,9986.821477913343,10034.30425932968
1644.0,1780.0,13246.557002198575,12201.830873907997,12663.720995294609,12721.126899116232,315.1658331928529,12663.089332243837,12723.520045609881
1343.0,1466.0,7570.1194969649705,6920.939228625383,7211.819171174564,7244.60215200349,196.67320206626096,7213.383621160919,7246.358488833593
1208.0,1324.0,14557.14561792358,13240.042975411463,13830.227728446815,13894.278920436946,402.1839277881203,13830.777282086268,13897.788090493625
1219.0,1337.0,15273.715447762774,13883.945063844018,14505.608056448185,14574.006018104586,417.8699546637419,14506.333038350409,14574.252188439534
867.0,966.0,19070.968034190126,17055.008098980757,17970.087219661727,18056.76872957025,614.2813411964216,17968.957553572207,18056.092399012647
1336.0,1458.0,6849.800541726604,6263.120825338048,6524.826789690897,6555.029597855505,177.8709994134462,6524.988788107912,6554.928366010625
1133.0,1247.0,17381.296665890426,15757.195033436588,16489.447414611855,16564.934680488263,491.8146312258642,16491.905531248973,16565.747224947365
1250.0,1368.0,15912.61717309208,14498.190457784201,15129.871127410632,15204.676937931881,430.15227722109734,15131.646993099208,15205.09715168455
493.0,569.0,14225.02157341793,12294.633529852113,13198.303692288906,13254.098020052428,584.6736823554916,13199.96202808557,13257.821090156393
807.0,903.0,18775.04558983398,16725.699745309474,17639.873537145104,17743.243435136745,622.8770883819168,17642.87574208824,17744.415114484967
1669.0,1806.0,7550.265556753297,6966.193300498886,7223.5438691736945,7257.415632195628,177.1731629189953,7224.25613160981,7259.151445330548
1350.0,1473.0,14079.41818100474,12870.938634837286,13407.46482533626,13473.957278758278,366.38427446536184,13409.363273410772,13476.244071604851
772.0,867.0,19956.558818873225,17723.10047439612,18737.42782764126,18829.29399651516,673.587336257677,18738.69254285204,18826.899014150942
852.0,951.0,17823.132857820143,15926.228707418075,16778.173806567458,16866.68903868476,574.051531710136,16776.861912683562,16867.54126928017
585.0,667.0,16296.19879395754,14252.902337629213,15190.959321201064,15271.503605523345,621.915256535279,15195.62157281494,15270.167641585287
1522.0,1652.0,14478.571066097005,13298.160073731717,13824.615571506543,13885.240255358582,357.06217304372126,13824.745835735439,13885.1469495784
1059.0,1169.0,11888.136319355512,10751.370855345827,11259.066314548221,11316.475835935826,344.07924933895737,11258.7098121114,11316.34285025921
1213.0,1331.0,17242.56243623795,15680.780552589898,16386.04507410656,16460.099326583,473.24089180662514,16387.779659624193,16460.298211240864
236.0,289.0,25848.624980669716,20978.85641228477,23264.981730199917,23384.234163992376,1475.4832527472643,23266.139697413848,23381.545346119376
1414.0,1540.0,15254.606150458578,13974.851333731838,14547.210815088907,14612.712931181173,390.88968221526926,14549.336528332762,14614.037368121797
1742.0,1882.0,9744.847004263775,9002.426172398242,9323.97097958391,9372.509532317386,225.0563411845428,9325.135907556654,9372.90918620915
1526.0,1657.0,13373.296582507397,12287.068028441112,12768.515311301655,12827.312861501416,328.76255372232777,12769.527772837106,12826.889876239493
839.0,937.0,13538.28877389984,12087.613838535517,12745.414322007948,12811.142169578252,439.17559474350134,12746.345164459331,12812.646925888574
1438.0,1565.0,10618.827652920709,9734.660633111782,10133.655817821551,10174.497542626212,268.3639038792043,10134.045155026086,10174.965017674851
655.0,742.0,21289.037659662037,18737.034370502926,19920.955368565334,20004.00048261911,776.8030963085105,19921.9279250675,20009.181435137216
1385.0,1511.0,13220.467881796061,12089.285335093888,12595.674592793397,12650.62374105039,340.9145370454456,12594.825986575413,12651.49325449876
882.0,983.0,14234.11621412774,12744.734927265696,13430.42093645168,13487.399447583286,451.2799098363919,13432.056941954577,13487.69390368727
1040.0,1149.0,14152.840726463606,12778.039534749303,13391.229599882688,13457.621208773538,413.8915868571355,13395.052479832244,13458.21267358878
588.0,670.0,20296.153798791933,17740.64957391703,18913.949551422655,19010.201232269188,776.1592346707384,18916.067193537052,19010.960713455253
1003.0,1111.0,14023.969744611632,12640.632515302113,13263.833202882091,13327.655243507419,418.90143257076306,13265.248846831491,13328.516040236293
1049.0,1158.0,14467.271658188343,13065.17221024254,13686.974270710998,13760.593541484965,423.1194643586344,13687.43279903697,13762.402780105776
703.0,793.0,16359.892876529106,14464.993890114773,15331.54733245555,15405.150066766038,575.6496063096771,15335.444108473093,15406.286187827644
909.0,1011.0,17209.432892698846,15426.97095935983,16220.167470818365,16316.723752272987,536.7536261334748,16219.94513137988,16317.0559687145
319.0,380.0,31236.631262164134,26054.754041471362,28426.19006635034,28616.747829564447,1555.895714526964,28431.251930043025,28618.87136137561
1023.0,1131.0,12698.029984416626,11454.687546058964,12018.477643011274,12074.07334729361,374.1477694991528,12021.271190080472,12075.672017494404
424.0,495.0,29814.387893923693,25452.60215967516,27443.46864257863,27608.50608140384,1318.0085186017177,27447.404958480864,27610.331852102965
1165.0,1280.0,16027.233235469972,14553.877431388046,15200.479259574675,15287.624084280123,447.9565395233494,15199.45932030766,15288.351983627877
1215.0,1333.0,11586.717572097903,10543.247308391194,11010.643033385946,11061.47095279552,315.39081894103253,11010.768083650091,11061.210191570603
1209.0,1327.0,15417.824019969423,14021.060777246468,14642.124478402557,14717.240508853001,421.8347479487559,14644.451446291032,14718.137163742416
997.0,1104.0,16535.51752838516,14896.545769949325,15613.808544762584,15710.152161097116,494.26489952398134,15618.913932838233,15711.84154745299
1196.0,1312.0,11236.387492707174,10214.903904966106,10669.12202919123,10722.07928794264,308.5133388047285,10669.664405495994,10724.123978645983
1332.0,1455.0,11229.372566904054,10257.318674737908,10682.975907076889,10738.667129675068,291.86718244090184,10684.13572237701,10739.604915299546
856.0,955.0,17922.993183517254,16019.511923130456,16857.300258558036,16963.43264950948,574.8678078107083,16858.164630660725,16964.74403852949
1118.0,1230.0,15489.360817501929,14036.135085992912,14685.084876458506,14757.024789088297,438.34990673515557,14686.19830736934,14758.66173433513
1076.0,1187.0,16865.186232661054,15246.201218178569,15974.163232529329,16053.160437992068,488.19269229191724,15976.50465763299,16056.43116810476
1267.0,1387.0,15194.402200307239,13847.157518753236,14436.25900396862,14518.248268689927,408.3441190851455,14438.03335094239,14518.217875565204
1359.0,1484.0,11218.862690700162,10257.54904310518,10690.11625614537,10737.803966777143,290.78873692339494,10690.537110448497,10738.882609113844
1037.0,1146.0,15597.645683376348,14081.674055159949,14755.293171390242,14835.334828074849,458.93708500057363,14754.338961681879,14835.887614224755
908.0,1010.0,16852.091347511174,15115.029627079646,15894.456088680856,15981.329644923835,525.4722317123981,15891.840119295699,15981.540778471048
940.0,1044.0,14192.323457615406,12752.220248341058,13399.000346037605,13469.630079937808,436.15839843168783,13400.829959075463,13469.802192742747
919.0,1021.0,17695.409162618216,15883.256725661173,16689.063327094504,16782.86918864587,547.842075819076,16687.32169251581,16784.102778586333
956.0,1060.0,13473.418637712373,12113.324617290831,12724.786010820351,12788.676732161995,410.74855235705184,12725.149300505882,12789.823755272173
746.0,839.0,20614.140970731838,18277.213288555708,19298.08232042061,19437.169677034202,701.6932491924711,19300.244423956254,19437.00361468162
491.0,566.0,18847.73051961115,16290.109954841642,17484.01627442312,17559.790223338718,781.9181327334961,17488.62966641603,17566.21525058207
657.0,744.0,21914.68730644785,19292.756807453414,20446.492338504362,20593.222838064212,791.8030818648333,20451.709310532715,20590.505457620766
690.0,780.0,15815.634414295315,13967.737332958104,14820.71130518272,14880.495819923919,560.0663868999342,14817.518102911317,14885.433300901952
947.0,1051.0,17457.80531744856,15686.023102876212,16448.544946089718,16565.481567360366,532.3027266435707,16448.06491131003,16567.532687217776
531.0,610.0,18229.48943312043,15832.537506209495,16937.512524567363,17018.911743249355,728.7281341779344,16938.538560826295,17018.26528032607
941.0,1044.0,16865.67549757596,15154.222915856162,15897.018582451648,16004.910941735003,515.8770356981418,15898.704713694657,16004.749724725078
410.0,480.0,22140.329793693036,18870.185171187502,20403.013375993076,20493.590141532914,992.9062287183767,20402.322628176913,20503.760743270403
952.0,1057.0,16900.98265101105,15185.704582025075,15937.565167896424,16041.406646258543,515.4391112739178,15937.743861561668,16044.107190614788
639.0,725.0,18020.139224957675,15841.538078828029,16839.497550467542,16919.322376659617,661.3225129650499,16840.96930152403,16924.383020040696
993.0,1098.0,15783.592958979423,14226.9768708394,14897.396062945685,14999.519788872089,471.1990246757875,14901.15781616644,15001.2784302714
819.0,915.0,15479.85009559468,13796.427766061815,14564.437685528228,14631.62673168686,508.2463477831382,14563.218061702362,14634.503242489065
867.0,967.0,17206.114333544807,15387.575940042108,16184.256598424794,16290.556056367772,548.8929999057891,16181.828228112316,16291.751057363283
811.0,907.0,15257.36100899839,13600.77216279033,14364.709861924104,14424.693578275292,501.64038602396636,14363.576160055849,14426.69533804711
