ventile_id,simulation_id,real_rb_mean,real_ra_mean,res_b_mean,res_a_mean,dist_ij_maximum,dist_ij_minimum
12,60,203.02136028736658,203.44631124006446,1127.787037037037,1128.4444444444443,12.807556292781596,12.109091001333718
13,60,208.90163653453928,209.3261524670957,980.3148148148148,980.75,13.534002919449897,12.807556292781596
14,60,213.34215019581117,213.46881828363132,937.3333333333334,937.0277777777778,14.213223355492133,13.534002919449897
15,60,204.82175161979995,205.3486480100852,906.75,906.7592592592592,14.990022927080933,14.213223355492133
16,60,209.35135221484404,209.37415610649194,864.0092592592592,863.5833333333334,15.857134762354208,14.990022927080933
17,60,206.2521702570273,206.53972165039247,851.5277777777778,851.2037037037037,16.73930680095249,15.857134762354208
18,60,188.7817933721614,189.06654675981613,1018.0,1017.8796296296297,18.185193908963573,16.73930680095249
19,60,168.73874378638695,169.0028962054679,918.824074074074,918.0648148148148,20.03230371924933,18.185193908963573
20,60,118.3393250298899,118.27469461683326,1371.712962962963,1370.2685185185185,36.47608118563621,20.03230371924933
1,61,284.2794759109296,288.36137765512785,1639.5092592592594,1640.3703703703704,3.2207496030095855,0.0
2,61,247.54239746624276,248.0510511968285,1671.212962962963,1671.101851851852,4.209577041627323,3.2207496030095855
3,61,254.3411394089524,255.06735269501624,1436.7407407407406,1437.7777777777778,5.273829034979965,4.209577041627323
4,61,228.90222018159838,229.476521904221,1411.6296296296296,1411.7962962962963,6.2193607634696795,5.273829034979965
5,61,243.93008613978057,244.40271990564585,1234.6944444444443,1234.7407407407406,7.099010562158709,6.2193607634696795
6,61,242.45377027546735,242.70894604254954,1193.5925925925926,1194.3796296296296,8.009865765886136,7.099010562158709
7,61,234.49899730788871,234.99242123037504,1223.638888888889,1223.4351851851852,9.067303845096996,8.009865765886136
8,61,233.35511511484296,233.796246296462,1079.7037037037037,1079.3703703703704,10.04996750303151,9.067303845096996
9,61,226.98181656255346,227.46518356759987,1077.6296296296296,1078.2314814814815,10.757118479298125,10.04996750303151
10,61,220.3427833020041,220.61875195001718,1097.5833333333333,1097.8796296296296,11.497848880095894,10.757118479298125
11,61,214.45192323912744,214.8862567838801,1028.7592592592594,1028.9537037037037,12.109091001333718,11.497848880095894
12,61,203.77890770983626,203.88660248525872,1120.2962962962963,1119.638888888889,12.807556292781596,12.109091001333718
13,61,208.9858285632179,209.19269103306735,974.3425925925926,974.3796296296297,13.534002919449897,12.807556292781596
14,61,231.80088983172595,231.9832449985677,940.3796296296297,939.8611111111111,14.213223355492133,13.534002919449897
15,61,206.60977531268884,206.86120056939797,905.8611111111111,905.4444444444445,14.990022927080933,14.213223355492133
16,61,208.33896415232232,209.01701413721506,858.2962962962963,858.7129629629629,15.857134762354208,14.990022927080933
17,61,206.18859096062812,206.62869916499568,852.074074074074,852.2407407407408,16.73930680095249,15.857134762354208
18,61,185.83514506651224,186.0823561092485,1010.8981481481482,1010.5648148148148,18.185193908963573,16.73930680095249
19,61,168.9287304887102,168.98110544021412,915.7685185185185,915.0833333333334,20.03230371924933,18.185193908963573
20,61,119.28585562439694,119.71955182136595,1372.8055555555557,1371.4537037037037,36.47608118563621,20.03230371924933
1,62,281.25094052718964,282.83335947875014,1629.4537037037037,1631.1851851851852,3.2207496030095855,0.0
2,62,248.2960342540175,248.75295511473215,1666.1203703703704,1667.2222222222222,4.209577041627323,3.2207496030095855
3,62,254.74557851449117,255.4695450204716,1436.7592592592594,1436.3055555555557,5.273829034979965,4.209577041627323
4,62,227.397454715415,228.0352798946016,1409.5648148148148,1409.7777777777778,6.2193607634696795,5.273829034979965
5,62,244.21674629405413,244.85596337111198,1235.1944444444443,1235.6944444444443,7.099010562158709,6.2193607634696795
6,62,240.67225606170547,241.33184246685101,1187.2685185185185,1187.7037037037037,8.009865765886136,7.099010562158709
7,62,234.2275545933285,234.52982562833336,1222.3148148148148,1222.601851851852,9.067303845096996,8.009865765886136
8,62,231.67452051726292,231.98826001562514,1077.5277777777778,1077.1296296296296,10.04996750303151,9.067303845096996
9,62,225.03336840796962,225.1786518683071,1079.8703703703704,1080.111111111111,10.757118479298125,10.04996750303151
10,62,218.8419574910051,218.99348128226262,1102.8425925925926,1102.638888888889,11.497848880095894,10.757118479298125
11,62,212.9660030217868,213.3016038586133,1032.8333333333333,1032.4259259259259,12.109091001333718,11.497848880095894
12,62,208.49813121263472,208.7581109239585,1120.0185185185185,1119.361111111111,12.807556292781596,12.109091001333718
13,62,210.06659374515417,210.44486753168516,981.8981481481482,981.574074074074,13.534002919449897,12.807556292781596
