id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
183,0.04999999999999716,-4.05,-1.3,0.0,0.0,0.0,1.202052660687997,1.202052660687997
184,-1.0,-8.05,-4.31,0.0,0.0,0.0,1.3571350887150504,1.3571350887150504
185,0.0,-4.0,-2.03,0.0,0.0,0.0,1.2769721183828944,1.2769721183828944
186,1.0,-3.0,-1.01,0.0,0.0,0.0,1.1558329058234664,1.1558329058234664
187,-8.950000000000003,-26.0,-17.83,0.0,0.0,0.0,1.657803425325555,1.657803425325555
188,-5.950000000000003,-17.049999999999997,-10.4,0.0,0.0,0.0,1.540108956014035,1.540108956014035
189,0.04999999999999716,-3.0,-1.6,0.0,0.0,0.0,1.2543986579970077,1.2543986579970077
190,-2.950000000000003,-13.049999999999999,-7.41,0.0,0.0,0.0,1.4587560903943027,1.4587560903943027
191,-1.0,-10.05,-5.76,0.0,0.0,0.0,1.4426405715432227,1.4426405715432227
192,0.0,-7.0,-3.25,0.0,0.0,0.0,1.3637350953842136,1.3637350953842136
193,0.0,-2.0,-0.59,0.0,0.0,0.0,1.11789633760925,1.11789633760925
194,0.0,-4.0,-0.95,0.0,0.0,0.0,1.1494502370777373,1.1494502370777373
195,-2.0,-10.05,-5.94,0.0,0.0,0.0,1.4348849328332693,1.4348849328332693
196,0.0,-5.05,-2.16,0.0,0.0,0.0,1.2937661647008551,1.2937661647008551
197,0.0,-5.05,-2.25,0.0,0.0,0.0,1.2972826646914088,1.2972826646914088
198,0.0,-3.05,-1.04,0.0,0.0,0.0,1.2115840622120897,1.2115840622120897
199,0.0,0.0,-0.04,0.0,0.0,0.0,0.7166609942348537,0.7166609942348537
200,-1.0,-9.0,-4.14,0.0,0.0,0.0,1.3818420162915357,1.3818420162915357
201,-1.0,-7.0,-3.95,0.0,0.0,0.0,1.3837676822413383,1.3837676822413383
202,1.0,-3.0,-1.0,0.0,0.0,0.0,1.1927010323930276,1.1927010323930276
203,-0.9500000000000028,-8.05,-4.64,0.0,0.0,0.0,1.4226605561649501,1.4226605561649501
204,-23.950000000000003,-48.05,-34.91,0.0,0.0,0.0,1.9242621851684454,1.9242621851684454
205,-1.0,-7.0,-3.68,0.0,0.0,0.0,1.3872315409220652,1.3872315409220652
206,-33.0,-58.0,-45.13,0.0,0.0,0.0,1.8930485737439056,1.8930485737439056
207,-5.950000000000003,-17.049999999999997,-11.34,0.0,0.0,0.0,1.588712518596057,1.588712518596057
208,0.0,-6.0,-2.53,0.0,0.0,0.0,1.3300780802492893,1.3300780802492893
209,0.0,-9.0,-4.77,0.0,0.0,0.0,1.415350834744007,1.415350834744007
210,0.0,-3.0,-1.06,0.0,0.0,0.0,1.220581513537834,1.220581513537834
211,-1.0,-8.05,-4.58,0.0,0.0,0.0,1.4615010559288306,1.4615010559288306
212,0.0,-8.0,-3.75,0.0,0.0,0.0,1.4343142748343536,1.4343142748343536
