id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
1,0.0,-1.0,-0.16,2.8524319169438446,0.14661589731244024,0.4622770159032496,68.84177381208904,69.16938010350232
2,1.0,-3.05,-0.92,0.833571072288386,-0.01619719025039429,0.340634865803863,85.69434847896406,85.98607960215848
3,-2.0,-10.05,-6.06,0.5552746267210484,0.2357501686399148,0.39305071523673996,99.70095906724345,100.09269786600356
4,-24.950000000000003,-47.05,-35.03,0.4973651920877683,0.33207691836938125,0.406144173174991,123.51711495164938,124.01874824592893
5,0.0,-2.0,-0.85,0.9784178402994752,0.14679823057191896,0.42894116566485324,78.56673476946852,78.90318119992382
6,0.0,-1.0,-0.22,2.1223284601198285,0.14697813996359016,0.5233507464551491,58.916452633184605,59.2200523287348
7,0.04999999999999716,-4.0,-1.54,0.9249037538528414,0.10019221077253432,0.45581370154295564,78.43700132554923,78.79468617022958
8,0.0,-4.0,-1.39,0.8034656709788628,0.13056787069091189,0.35829637657873614,80.69333513225469,80.98246925201649
9,0.0,-2.0,-0.56,1.174691656366229,0.1467844351388264,0.43480838213695,69.97525177209155,70.27889521645714
10,0.0,-8.0,-3.43,0.7290759951351665,0.14781513008581232,0.41356534631053793,88.87950218036232,89.24700745344735
11,0.04999999999999716,-5.0,-2.26,0.6730066445866402,0.10026033254798793,0.3769746418338642,87.9237924535147,88.25519262622485
12,0.0,-7.05,-3.32,0.6934997162679916,0.14499898596259392,0.3915120937511443,90.7802604958143,91.13558608659804
13,0.04999999999999716,-5.0,-1.77,0.8456142897841584,0.13647528024251268,0.43219605262327904,82.63309107218666,82.98972912953987
14,0.0,-6.0,-2.59,0.7181513626417609,0.1479638559898816,0.39156913050190534,86.76253076699685,87.10236930281906
15,0.0,-1.0,-0.18,1.8956802637363208,0.14694972868123696,0.4322425403653224,61.445492898466725,61.70985097926629
16,0.0,0.0,-0.04,0.1493436693917601,0.14697398441611617,0.5899684631162748,55.112393696348704,55.431089270348245
17,-1.0,-10.0,-5.02,0.6875516396354856,0.21670053567932926,0.42210468960099,91.58177820072802,91.96834334889901
18,0.0,-2.05,-0.5,1.4848122006561617,0.14697813996357806,0.4052674787156993,70.9884227235239,71.2743664208233
19,-1.0,-8.05,-4.22,0.6194932276355873,0.20469715565254393,0.3995526040515662,89.82184206303157,90.18045597015347
20,-10.950000000000003,-25.0,-17.87,0.530022972522971,0.2998385896939131,0.4148851217536719,111.69069534550776,112.15412106381683
21,0.0,-11.0,-5.88,0.6503511381814809,0.15581375370140974,0.40716593540143103,93.26513276563291,93.64499254338075
22,-7.0,-19.0,-12.89,0.5001965668672633,0.27350085142891123,0.3946868423105845,108.20516033211328,108.63226457434894
23,0.0,-4.0,-1.28,0.7918113855722728,0.1395702211392535,0.36507744458975977,82.63983340510339,82.94093174333798
24,0.0,-3.0,-0.92,1.055664049651545,0.14696422703958895,0.4326107800378643,76.74090646112074,77.0728602925984
25,0.0,-1.0,-0.27,1.321944430487696,0.14695045475665905,0.37772172356255984,67.82236767131918,68.0796319512656
26,0.0,-4.0,-1.66,0.844572531905319,0.13149442549457047,0.4244357672984371,82.01042224792177,82.35854631737762
27,-13.0,-30.05,-21.58,0.49035025906637764,0.2991646733718613,0.3949402001364535,112.52548728826936,112.96994846821566
28,-1.0,-8.0,-4.31,0.5953470749040706,0.2030927521475655,0.3936465008696712,96.47041377017761,96.85015386879473
29,0.0,-2.0,-0.55,1.1283262116363488,0.06788453851141156,0.4329322119741245,74.78478525305954,75.10853042699392
